Electoral division,Postcode,Per cent
Maranoa             ,4486,100.0
Maranoa             ,4487,100.0
Maranoa             ,4488,100.0
Maranoa             ,4489,100.0
Maranoa             ,4490,100.0
Maranoa             ,4491,100.0
Maranoa             ,4492,100.0
Maranoa             ,4493,100.0
Maranoa             ,4494,100.0
Maranoa             ,4496,100.0
Maranoa             ,4497,100.0
Maranoa             ,4498,100.0
Maranoa             ,4608,34.4
Maranoa             ,4610,96.7
Maranoa             ,4614,100.0
Maranoa             ,4615,99.8
Maranoa             ,4626,1.1
Maranoa             ,4702,0.1
Maranoa             ,4724,100.0
Maranoa             ,4725,100.0
Maranoa             ,4726,100.0
Maranoa             ,4727,100.0
Maranoa             ,4728,100.0
Maranoa             ,4730,100.0
Maranoa             ,4731,100.0
Maranoa             ,4732,93.8
Maranoa             ,4733,98.4
Maranoa             ,4735,99.6
Maranoa             ,4736,100.0
Maranoa             ,4829,27.6
Maribyrnong         ,3020,56.4
Maribyrnong         ,3021,47.0
Maribyrnong         ,3032,9.2
Maribyrnong         ,3033,100.0
Maribyrnong         ,3034,100.0
Maribyrnong         ,3039,100.0
Maribyrnong         ,3040,100.0
Maribyrnong         ,3041,17.7
Maribyrnong         ,3042,100.0
Maribyrnong         ,3043,0.1
Mayo                ,5051,13.7
Mayo                ,5052,0.1
Mayo                ,5072,11.5
Mayo                ,5073,2.7
Mayo                ,5076,0.2
Mayo                ,5114,1.0
Mayo                ,5118,0.1
Mayo                ,5131,81.6
Mayo                ,5132,100.0
Mayo                ,5133,100.0
Mayo                ,5134,100.0
Mayo                ,5136,100.0
Mayo                ,5137,100.0
Mayo                ,5138,100.0
Mayo                ,5139,100.0
Mayo                ,5140,100.0
Mayo                ,5141,100.0
Mayo                ,5142,100.0
Mayo                ,5144,100.0
Mayo                ,5151,100.0
Mayo                ,5152,98.8
Mayo                ,5153,100.0
Mayo                ,5154,100.0
Mayo                ,5155,100.0
Mayo                ,5156,81.9
Mayo                ,5157,99.2
Mayo                ,5159,48.3
Mayo                ,5171,0.4
Mayo                ,5172,22.6
Mayo                ,5174,1.5
Mayo                ,5201,100.0
Mayo                ,5202,100.0
Mayo                ,5203,100.0
Mayo                ,5204,100.0
Mayo                ,5210,100.0
Mayo                ,5211,100.0
Mayo                ,5212,100.0
Mayo                ,5213,100.0
Mayo                ,5214,100.0
Mayo                ,5220,100.0
Mayo                ,5221,100.0
Mayo                ,5222,100.0
Mayo                ,5223,100.0
Mayo                ,5231,100.0
Mayo                ,5232,100.0
Mayo                ,5233,100.0
Mayo                ,5234,99.8
Mayo                ,5235,79.1
Mayo                ,5240,100.0
Mayo                ,5241,100.0
Mayo                ,5242,100.0
Mayo                ,5243,100.0
Mayo                ,5244,98.9
Mayo                ,5245,100.0
Mayo                ,5250,100.0
Mayo                ,5251,100.0
Mayo                ,5252,100.0
Mayo                ,5254,15.9
Mayo                ,5255,99.4
Mayo                ,5256,100.0
Mayo                ,5351,51.5
McEwen              ,3064,0.3
McEwen              ,3076,11.9
McEwen              ,3089,80.9
McEwen              ,3090,14.9
McEwen              ,3091,59.5
McEwen              ,3095,17.2
McEwen              ,3096,100.0
McEwen              ,3097,100.0
McEwen              ,3099,100.0
McEwen              ,3139,52.1
McEwen              ,3430,91.1
McEwen              ,3431,100.0
McEwen              ,3432,100.0
McEwen              ,3433,100.0
McEwen              ,3434,100.0
McEwen              ,3435,93.4
McEwen              ,3437,100.0
McEwen              ,3438,100.0
McEwen              ,3440,100.0
McEwen              ,3441,100.0
McEwen              ,3442,95.2
McEwen              ,3444,1.3
McEwen              ,3458,5.3
McEwen              ,3521,100.0
McEwen              ,3522,100.0
McEwen              ,3523,0.3
McEwen              ,3658,100.0
McEwen              ,3659,100.0
McEwen              ,3660,100.0
McEwen              ,3662,100.0
McEwen              ,3663,17.7
McEwen              ,3664,1.6
McEwen              ,3666,0.4
McEwen              ,3711,100.0
McEwen              ,3712,100.0
McEwen              ,3713,99.7
McEwen              ,3714,100.0
McEwen              ,3715,4.0
McEwen              ,3717,100.0
McEwen              ,3718,100.0
McEwen              ,3719,100.0
McEwen              ,3723,0.1
McEwen              ,3750,100.0
McEwen              ,3751,100.0
McEwen              ,3752,56.3
McEwen              ,3753,100.0
McEwen              ,3754,100.0
McEwen              ,3755,100.0
McEwen              ,3756,100.0
McEwen              ,3757,100.0
McEwen              ,3758,100.0
McEwen              ,3759,100.0
McEwen              ,3760,100.0
McEwen              ,3761,100.0
McEwen              ,3762,100.0
McEwen              ,3763,100.0
McEwen              ,3764,100.0
McEwen              ,3775,100.0
McEwen              ,3777,100.0
McEwen              ,3778,100.0
McEwen              ,3779,100.0
McEwen              ,3797,100.0
McEwen              ,3799,100.0
McMahon             ,2145,43.7
McMahon             ,2148,0.1
McMahon             ,2160,9.4
McMahon             ,2164,93.0
McMahon             ,2165,87.8
McMahon             ,2166,3.9
McMahon             ,2175,100.0
McMahon             ,2176,61.8
McMahon             ,2178,59.6
McMahon             ,2748,2.8
McMahon             ,2759,100.0
McMahon             ,2766,0.1
McMillan            ,3783,4.4
McMillan            ,3810,81.7
McMillan            ,3812,100.0
McMillan            ,3813,100.0
McMillan            ,3814,100.0
McMillan            ,3815,100.0
McMillan            ,3816,99.8
McMillan            ,3818,100.0
McMillan            ,3820,100.0
McMillan            ,3821,100.0
McMillan            ,3822,100.0
McMillan            ,3823,100.0
McMillan            ,3824,99.9
McMillan            ,3825,98.1
McMillan            ,3831,100.0
McMillan            ,3832,100.0
McMillan            ,3833,100.0
McMillan            ,3835,100.0
McMillan            ,3870,5.7
McMillan            ,3871,97.1
McMillan            ,3945,59.1
McMillan            ,3946,100.0
McMillan            ,3950,100.0
McMillan            ,3951,98.8
McMillan            ,3953,100.0
McMillan            ,3954,100.0
McMillan            ,3956,100.0
McMillan            ,3957,100.0
McMillan            ,3958,100.0
McMillan            ,3959,100.0
McMillan            ,3960,100.0
McMillan            ,3962,97.0
McMillan            ,3964,100.0
McMillan            ,3965,100.0
McMillan            ,3966,78.0
McMillan            ,3967,74.5
McMillan            ,3979,7.6
McMillan            ,3981,2.3
McMillan            ,3984,0.4
McMillan            ,3987,97.3
McMillan            ,3988,100.0
McMillan            ,3992,7.7
McMillan            ,3995,92.5
McMillan            ,3996,100.0
McPherson           ,4213,38.8
McPherson           ,4220,79.7
McPherson           ,4221,100.0
McPherson           ,4223,100.0
McPherson           ,4224,100.0
McPherson           ,4225,100.0
McPherson           ,4226,94.9
McPherson           ,4227,100.0
McPherson           ,4228,100.0
McPherson           ,4229,100.0
McPherson           ,4230,100.0
Melbourne           ,3000,100.0
Melbourne           ,3002,100.0
Melbourne           ,3003,100.0
Melbourne           ,3005,100.0
Melbourne           ,3008,66.8
Melbourne           ,3010,100.0
Melbourne           ,3031,100.0
Melbourne           ,3032,62.0
Melbourne           ,3050,100.0
Melbourne           ,3051,100.0
Melbourne           ,3052,100.0
Melbourne           ,3053,100.0
Melbourne           ,3054,100.0
Melbourne           ,3056,13.1
Melbourne           ,3057,25.4
Melbourne           ,3065,100.0
Melbourne           ,3066,100.0
Melbourne           ,3067,100.0
Melbourne           ,3068,99.5
Melbourne           ,3078,22.4
Melbourne           ,3121,100.0
Melbourne Ports     ,3004,100.0
Melbourne Ports     ,3006,100.0
Melbourne Ports     ,3008,33.2
Melbourne Ports     ,3141,24.0
Melbourne Ports     ,3145,5.5
Melbourne Ports     ,3161,100.0
Melbourne Ports     ,3162,70.0
Melbourne Ports     ,3163,2.3
Melbourne Ports     ,3181,1.7
Melbourne Ports     ,3182,100.0
Melbourne Ports     ,3183,100.0
Melbourne Ports     ,3184,100.0
Melbourne Ports     ,3185,100.0
Melbourne Ports     ,3205,100.0
Melbourne Ports     ,3206,100.0
Melbourne Ports     ,3207,100.0
Menzies             ,3105,100.0
Menzies             ,3106,100.0
Menzies             ,3107,100.0
Menzies             ,3108,100.0
Menzies             ,3109,100.0
Menzies             ,3111,100.0
Menzies             ,3113,66.0
Menzies             ,3114,100.0
Menzies             ,3115,82.9
Menzies             ,3131,1.5
Menzies             ,3134,39.7
Menzies             ,3136,0.3
Mitchell            ,2125,15.6
Mitchell            ,2151,25.0
Mitchell            ,2152,51.2
Mitchell            ,2153,100.0
Mitchell            ,2154,96.7
Mitchell            ,2155,84.8
Mitchell            ,2156,1.6
Mitchell            ,2765,12.7
Moncrieff           ,4211,63.9
Moncrieff           ,4213,7.1
Moncrieff           ,4214,34.8
Moncrieff           ,4215,59.7
Moncrieff           ,4217,100.0
Moncrieff           ,4218,100.0
Moncrieff           ,4220,20.3
Moncrieff           ,4226,5.1
Moore               ,6020,47.6
Moore               ,6023,100.0
Moore               ,6025,100.0
Moore               ,6027,100.0
Moore               ,6028,100.0
Moore               ,6030,49.4
Moore               ,6031,78.7
Moreton             ,4068,13.8
Moreton             ,4075,98.7
Moreton             ,4103,65.7
Moreton             ,4104,100.0
Moreton             ,4105,100.0
Moreton             ,4106,100.0
Moreton             ,4107,100.0
Moreton             ,4108,100.0
Moreton             ,4109,100.0
Moreton             ,4110,81.6
Moreton             ,4111,100.0
Moreton             ,4112,100.0
Moreton             ,4113,88.7
Moreton             ,4115,0.1
Moreton             ,4121,32.0
Murray              ,3472,4.9
Murray              ,3475,22.3
Murray              ,3477,1.5
Murray              ,3516,87.6
Murray              ,3517,100.0
Murray              ,3518,99.5
Murray              ,3520,100.0
Murray              ,3523,1.3
Murray              ,3525,6.9
Murray              ,3527,1.0
Murray              ,3537,99.9
Murray              ,3551,1.1
Murray              ,3556,0.4
Murray              ,3557,7.5
Murray              ,3558,6.6
Murray              ,3559,89.0
Murray              ,3561,100.0
Murray              ,3562,100.0
Murray              ,3563,100.0
Murray              ,3564,100.0
Murray              ,3565,100.0
Murray              ,3566,100.0
Murray              ,3567,1.6
Murray              ,3570,9.2
Murray              ,3571,100.0
Murray              ,3572,100.0
Murray              ,3573,100.0
Murray              ,3575,100.0
Murray              ,3576,100.0
Murray              ,3579,0.8
Murray              ,3610,98.8
Murray              ,3612,97.3
Murray              ,3614,100.0
Murray              ,3616,100.0
Murray              ,3617,100.0
Murray              ,3618,100.0
Murray              ,3620,100.0
Murray              ,3621,100.0
Murray              ,3622,100.0
Murray              ,3623,100.0
Murray              ,3624,100.0
Murray              ,3629,100.0
Murray              ,3630,100.0
Murray              ,3631,99.2
Murray              ,3633,100.0
Murray              ,3634,100.0
Murray              ,3635,100.0
Murray              ,3636,100.0
Murray              ,3637,100.0
Murray              ,3638,100.0
Murray              ,3639,100.0
Murray              ,3640,100.0
Murray              ,3641,100.0
Murray              ,3644,80.7
Murray              ,3646,77.3
Murray              ,3647,100.0
Murray              ,3649,100.0
Murray              ,3669,3.9
Murray              ,3725,8.7
Murray              ,3728,7.8
Murray              ,3730,99.5
New England         ,2338,3.4
New England         ,2339,100.0
New England         ,2340,100.0
New England         ,2341,100.0
New England         ,2342,100.0
New England         ,2343,100.0
New England         ,2344,100.0
New England         ,2345,100.0
New England         ,2346,100.0
New England         ,2347,82.5
New England         ,2350,100.0
New England         ,2351,100.0
New England         ,2352,100.0
New England         ,2353,100.0
New England         ,2354,99.8
New England         ,2355,100.0
New England         ,2358,100.0
New England         ,2359,86.0
New England         ,2360,99.9
New England         ,2361,100.0
New England         ,2365,100.0
New England         ,2369,100.0
New England         ,2370,99.9
New England         ,2371,100.0
New England         ,2372,100.0
New England         ,2379,52.2
New England         ,2380,100.0
New England         ,2381,92.7
New England         ,2382,7.3
New England         ,2402,1.3
New England         ,2403,81.3
New England         ,2410,100.0
New England         ,2440,0.3
New England         ,2453,4.8
New England         ,2469,15.5
New England         ,2475,85.4
New England         ,2476,37.3
New England         ,4375,7.5
New England         ,4377,9.7
New England         ,4383,25.6
New England         ,4385,5.2
Newcastle           ,2287,9.5
Newcastle           ,2289,73.6
Newcastle           ,2291,100.0
Newcastle           ,2292,100.0
Newcastle           ,2293,100.0
Newcastle           ,2294,100.0
Newcastle           ,2295,100.0
Newcastle           ,2296,100.0
Newcastle           ,2297,100.0
Newcastle           ,2298,100.0
Newcastle           ,2299,83.2
Newcastle           ,2300,100.0
Newcastle           ,2302,100.0
Newcastle           ,2303,100.0
Newcastle           ,2304,100.0
Newcastle           ,2305,83.3
Newcastle           ,2307,100.0
Newcastle           ,2308,100.0
Newcastle           ,2314,100.0
Newcastle           ,2318,11.7
Newcastle           ,2322,95.4
Newcastle           ,2324,2.2
North Sydney        ,2060,100.0
North Sydney        ,2061,100.0
North Sydney        ,2062,100.0
North Sydney        ,2063,100.0
North Sydney        ,2064,100.0
North Sydney        ,2065,100.0
North Sydney        ,2066,100.0
North Sydney        ,2067,85.1
North Sydney        ,2068,100.0
North Sydney        ,2069,19.8
North Sydney        ,2089,21.2
North Sydney        ,2090,0.1
North Sydney        ,2110,100.0
North Sydney        ,2111,25.3
O'Connor            ,872,7.4
O'Connor            ,6225,1.6
O'Connor            ,6243,80.3
O'Connor            ,6244,100.0
O'Connor            ,6254,100.0
O'Connor            ,6255,100.0
O'Connor            ,6256,100.0
O'Connor            ,6258,100.0
O'Connor            ,6260,98.1
O'Connor            ,6262,100.0
O'Connor            ,6306,100.0
O'Connor            ,6308,100.0
O'Connor            ,6309,100.0
O'Connor            ,6311,100.0
O'Connor            ,6312,100.0
O'Connor            ,6313,100.0
O'Connor            ,6315,100.0
O'Connor            ,6316,100.0
O'Connor            ,6317,100.0
O'Connor            ,6318,100.0
O'Connor            ,6320,100.0
O'Connor            ,6321,100.0
O'Connor            ,6322,100.0
O'Connor            ,6323,100.0
O'Connor            ,6324,100.0
O'Connor            ,6326,100.0
O'Connor            ,6327,100.0
O'Connor            ,6328,100.0
O'Connor            ,6330,100.0
O'Connor            ,6333,100.0
O'Connor            ,6335,100.0
O'Connor            ,6336,100.0
O'Connor            ,6337,100.0
O'Connor            ,6338,100.0
O'Connor            ,6341,100.0
O'Connor            ,6343,100.0
O'Connor            ,6346,100.0
O'Connor            ,6348,100.0
O'Connor            ,6350,100.0
O'Connor            ,6351,100.0
O'Connor            ,6352,100.0
O'Connor            ,6353,100.0
O'Connor            ,6355,100.0
O'Connor            ,6356,100.0
O'Connor            ,6357,100.0
O'Connor            ,6358,100.0
O'Connor            ,6359,100.0
O'Connor            ,6361,100.0
O'Connor            ,6363,100.0
O'Connor            ,6365,100.0
O'Connor            ,6367,100.0
O'Connor            ,6368,100.0
O'Connor            ,6369,100.0
O'Connor            ,6370,100.0
O'Connor            ,6372,100.0
O'Connor            ,6373,100.0
O'Connor            ,6375,100.0
O'Connor            ,6383,100.0
O'Connor            ,6384,100.0
O'Connor            ,6385,100.0
O'Connor            ,6386,100.0
O'Connor            ,6390,1.1
O'Connor            ,6391,94.3
O'Connor            ,6392,100.0
O'Connor            ,6393,100.0
O'Connor            ,6394,100.0
O'Connor            ,6395,100.0
O'Connor            ,6396,100.0
O'Connor            ,6397,100.0
O'Connor            ,6398,100.0
O'Connor            ,6418,100.0
O'Connor            ,6419,100.0
O'Connor            ,6420,67.1
O'Connor            ,6421,19.3
O'Connor            ,6422,100.0
O'Connor            ,6423,100.0
O'Connor            ,6424,100.0
O'Connor            ,6425,100.0
O'Connor            ,6426,100.0
O'Connor            ,6427,100.0
O'Connor            ,6428,100.0
O'Connor            ,6429,100.0
O'Connor            ,6430,100.0
O'Connor            ,6431,100.0
O'Connor            ,6432,100.0
O'Connor            ,6434,100.0
O'Connor            ,6435,100.0
O'Connor            ,6436,100.0
O'Connor            ,6437,100.0
O'Connor            ,6438,100.0
O'Connor            ,6440,100.0
O'Connor            ,6442,100.0
O'Connor            ,6443,100.0
O'Connor            ,6445,100.0
O'Connor            ,6446,100.0
O'Connor            ,6447,100.0
O'Connor            ,6448,100.0
O'Connor            ,6450,100.0
O'Connor            ,6452,100.0
O'Connor            ,6479,3.5
O'Connor            ,6484,100.0
Oxley               ,4073,100.0
Oxley               ,4074,100.0
Oxley               ,4075,1.3
Oxley               ,4076,100.0
Oxley               ,4077,100.0
Oxley               ,4078,100.0
Oxley               ,4110,17.8
Oxley               ,4300,98.9
Oxley               ,4301,54.3
Page                ,2370,0.1
Page                ,2453,13.3
Page                ,2460,94.3
Page                ,2463,22.5
Page                ,2464,100.0
Page                ,2465,100.0
Page                ,2466,100.0
Page                ,2469,84.5
Page                ,2470,100.0
Page                ,2471,100.0
Page                ,2472,100.0
Page                ,2473,100.0
Page                ,2474,100.0
Page                ,2475,14.6
Page                ,2476,62.7
Page                ,2477,99.2
Page                ,2478,69.3
Page                ,2480,76.4
Parkes              ,2329,2.9
Parkes              ,2347,17.5
Parkes              ,2356,100.0
Parkes              ,2357,100.0
Parkes              ,2359,14.0
Parkes              ,2360,0.1
Parkes              ,2379,47.8
Parkes              ,2381,7.3
Parkes              ,2382,92.7
Parkes              ,2386,100.0
Parkes              ,2387,100.0
Parkes              ,2388,100.0
Parkes              ,2390,100.0
Parkes              ,2395,100.0
Parkes              ,2396,100.0
Parkes              ,2397,100.0
Parkes              ,2398,100.0
Parkes              ,2399,100.0
Parkes              ,2400,100.0
Parkes              ,2401,100.0
Parkes              ,2402,98.7
Parkes              ,2403,18.7
Parkes              ,2404,100.0
Parkes              ,2405,100.0
Parkes              ,2406,81.5
Parkes              ,2408,100.0
Parkes              ,2409,100.0
Parkes              ,2411,100.0
Parkes              ,2669,19.5
Parkes              ,2671,2.1
Parkes              ,2672,100.0
Parkes              ,2795,0.2
Parkes              ,2800,0.1
Parkes              ,2820,100.0
Parkes              ,2821,100.0
Parkes              ,2823,100.0
Parkes              ,2824,100.0
Parkes              ,2825,100.0
Parkes              ,2827,100.0
Parkes              ,2828,100.0
Parkes              ,2829,100.0
Parkes              ,2830,100.0
Parkes              ,2831,100.0
Parkes              ,2832,100.0
Parkes              ,2833,100.0
Parkes              ,2834,100.0
Parkes              ,2835,100.0
Parkes              ,2839,100.0
Parkes              ,2840,96.1
Parkes              ,2842,100.0
Parkes              ,2843,100.0
Parkes              ,2844,100.0
Parkes              ,2848,4.2
Parkes              ,2849,9.9
Parkes              ,2850,98.8
Parkes              ,2852,100.0
Parkes              ,2866,6.8
Parkes              ,2867,1.8
Parkes              ,2868,12.7
Parkes              ,2869,22.7
Parkes              ,2871,0.5
Parkes              ,2873,100.0
Parkes              ,2874,27.1
Parkes              ,2875,17.8
Parkes              ,2877,99.6
Parramatta          ,2115,4.6
Parramatta          ,2116,100.0
Parramatta          ,2117,98.3
Parramatta          ,2118,58.6
Parramatta          ,2142,76.3
Parramatta          ,2145,40.7
Parramatta          ,2146,19.6
Parramatta          ,2150,100.0
Parramatta          ,2151,75.0
Parramatta          ,2152,48.8
Parramatta          ,2160,84.3
Parramatta          ,2161,0.3
Paterson            ,2311,100.0
Paterson            ,2312,70.7
Paterson            ,2315,100.0
Paterson            ,2316,100.0
Paterson            ,2317,100.0
Paterson            ,2318,88.3
Paterson            ,2319,100.0
Paterson            ,2320,28.5
Paterson            ,2321,62.3
Paterson            ,2322,1.5
Paterson            ,2323,53.7
Paterson            ,2324,97.8
Paterson            ,2335,1.9
Paterson            ,2415,100.0
Paterson            ,2420,100.0
Paterson            ,2421,100.0
Paterson            ,2422,3.5
Paterson            ,2423,96.7
Paterson            ,2425,100.0
Paterson            ,2428,100.0
Paterson            ,2429,0.8
Paterson            ,2430,1.7
Pearce              ,6030,50.6
Pearce              ,6032,100.0
Pearce              ,6033,100.0
Pearce              ,6034,100.0
Pearce              ,6035,100.0
Pearce              ,6036,100.0
Pearce              ,6037,100.0
Pearce              ,6038,100.0
Pearce              ,6041,100.0
Pearce              ,6042,100.0
Pearce              ,6043,100.0
Pearce              ,6044,97.2
Pearce              ,6055,31.5
Pearce              ,6056,59.4
Pearce              ,6063,29.2
Pearce              ,6068,100.0
Pearce              ,6069,100.0
Pearce              ,6070,99.6
Pearce              ,6071,100.0
Pearce              ,6072,100.0
Pearce              ,6073,100.0
Pearce              ,6074,100.0
Pearce              ,6076,11.5
Pearce              ,6078,10.3
Pearce              ,6079,100.0
Pearce              ,6081,100.0
Pearce              ,6082,100.0
Pearce              ,6083,100.0
Pearce              ,6084,100.0
Pearce              ,6302,100.0
Pearce              ,6304,100.0
Pearce              ,6401,96.9
Pearce              ,6403,100.0
Pearce              ,6501,100.0
Pearce              ,6502,100.0
Pearce              ,6503,100.0
Pearce              ,6504,100.0
Pearce              ,6505,100.0
Pearce              ,6556,100.0
Pearce              ,6558,100.0
Pearce              ,6560,100.0
Pearce              ,6562,100.0
Pearce              ,6564,100.0
Pearce              ,6566,98.9
Pearce              ,6567,100.0
Pearce              ,6568,22.2
Perth               ,6000,93.3
Perth               ,6003,100.0
Perth               ,6004,100.0
Perth               ,6005,18.7
Perth               ,6006,61.8
Perth               ,6050,73.6
Perth               ,6051,100.0
Perth               ,6052,100.0
Perth               ,6053,100.0
Perth               ,6054,100.0
Perth               ,6059,48.3
Perth               ,6060,0.8
Perth               ,6062,100.0
Perth               ,6063,70.8
Petrie              ,4017,46.6
Petrie              ,4018,35.3
Petrie              ,4019,100.0
Petrie              ,4020,100.0
Petrie              ,4021,100.0
Petrie              ,4022,100.0
Petrie              ,4034,25.6
Petrie              ,4035,11.0
Petrie              ,4036,100.0
Petrie              ,4503,4.3
Petrie              ,4505,14.1
Petrie              ,4508,100.0
Petrie              ,4509,100.0
Port Adelaide       ,5007,21.2
Port Adelaide       ,5008,41.5
Port Adelaide       ,5009,84.7
Port Adelaide       ,5010,100.0
Port Adelaide       ,5011,100.0
Port Adelaide       ,5012,100.0
Port Adelaide       ,5013,100.0
Port Adelaide       ,5014,100.0
Port Adelaide       ,5015,100.0
Port Adelaide       ,5016,100.0
Port Adelaide       ,5017,100.0
Port Adelaide       ,5018,100.0
Port Adelaide       ,5019,51.8
Port Adelaide       ,5023,100.0
Port Adelaide       ,5094,26.0
Port Adelaide       ,5095,50.8
Port Adelaide       ,5106,100.0
Port Adelaide       ,5107,100.0
Port Adelaide       ,5108,66.4
Port Adelaide       ,5110,71.5
Port Adelaide       ,5120,8.1
Rankin              ,4110,0.6
Rankin              ,4114,100.0
Rankin              ,4115,99.9
Rankin              ,4116,100.0
Rankin              ,4117,100.0
Rankin              ,4118,89.8
Rankin              ,4119,100.0
Rankin              ,4123,92.8
Rankin              ,4127,100.0
Rankin              ,4128,0.5
Rankin              ,4131,11.9
Rankin              ,4132,100.0
Reid                ,2046,100.0
Reid                ,2047,100.0
Reid                ,2127,100.0
Reid                ,2128,100.0
Reid                ,2132,41.7
Reid                ,2134,45.1
Reid                ,2135,45.6
Reid                ,2137,100.0
Reid                ,2138,100.0
Reid                ,2140,100.0
Reid                ,2141,68.1
Reid                ,2144,83.4
Richmond            ,2477,0.8
Richmond            ,2478,30.7
Richmond            ,2479,100.0
Richmond            ,2480,23.6
Richmond            ,2481,100.0
Richmond            ,2482,100.0
Richmond            ,2483,100.0
Richmond            ,2484,100.0
Richmond            ,2485,100.0
Richmond            ,2486,100.0
Richmond            ,2487,100.0
Richmond            ,2488,100.0
Richmond            ,2489,100.0
Richmond            ,2490,100.0
Riverina            ,2590,4.7
Riverina            ,2611,0.1
Riverina            ,2629,7.2
Riverina            ,2640,0.1
Riverina            ,2642,15.1
Riverina            ,2649,100.0
Riverina            ,2650,99.7
Riverina            ,2651,100.0
Riverina            ,2652,95.7
Riverina            ,2653,100.0
Riverina            ,2655,4.8
Riverina            ,2656,7.5
Riverina            ,2661,100.0
Riverina            ,2663,100.0
Riverina            ,2665,100.0
Riverina            ,2666,99.6
Riverina            ,2668,100.0
Riverina            ,2669,80.5
Riverina            ,2671,96.8
Riverina            ,2675,100.0
Riverina            ,2678,100.0
Riverina            ,2680,100.0
Riverina            ,2681,100.0
Riverina            ,2700,98.2
Riverina            ,2701,100.0
Riverina            ,2702,100.0
Riverina            ,2703,100.0
Riverina            ,2705,100.0
Riverina            ,2706,100.0
Riverina            ,2707,78.7
Riverina            ,2711,6.6
Riverina            ,2716,0.6
Riverina            ,2720,100.0
Riverina            ,2721,34.4
Riverina            ,2722,99.5
Riverina            ,2725,5.0
Riverina            ,2727,100.0
Riverina            ,2729,100.0
Riverina            ,2730,100.0
Riverina            ,2878,5.6
Riverina            ,3707,3.1
Robertson           ,2083,37.3
Robertson           ,2250,71.2
Robertson           ,2251,100.0
Robertson           ,2256,100.0
Robertson           ,2257,100.0
Robertson           ,2260,59.4
Robertson           ,2775,31.1
Ryan                ,4051,8.6
Ryan                ,4053,17.8
Ryan                ,4054,50.3
Ryan                ,4055,45.0
Ryan                ,4060,18.8
Ryan                ,4061,100.0
Ryan                ,4064,5.8
Ryan                ,4065,75.2
Ryan                ,4066,99.7
Ryan                ,4067,100.0
Ryan                ,4068,86.2
Ryan                ,4069,100.0
Ryan                ,4070,100.0
Ryan                ,4072,100.0
Ryan                ,4306,19.7
Ryan                ,4520,0.3
Scullin             ,3074,100.0
Scullin             ,3075,100.0
Scullin             ,3076,88.1
Scullin             ,3082,100.0
Scullin             ,3083,65.2
Scullin             ,3087,45.3
Scullin             ,3088,26.8
Scullin             ,3089,19.1
Scullin             ,3090,85.1
Scullin             ,3091,40.5
Scullin             ,3752,43.7
Shortland           ,2259,31.1
Shortland           ,2262,72.4
Shortland           ,2263,44.6
Shortland           ,2280,100.0
Shortland           ,2281,100.0
Shortland           ,2282,75.4
Shortland           ,2289,16.0
Shortland           ,2290,97.9
Shortland           ,2306,100.0
Solomon             ,800,100.0
Solomon             ,810,100.0
Solomon             ,812,100.0
Solomon             ,820,100.0
Solomon             ,828,89.6
Solomon             ,829,100.0
Solomon             ,830,100.0
Solomon             ,832,100.0
Stirling            ,6017,99.9
Stirling            ,6018,68.9
Stirling            ,6019,28.0
Stirling            ,6020,52.4
Stirling            ,6021,100.0
Stirling            ,6022,100.0
Stirling            ,6029,100.0
Stirling            ,6050,26.4
Stirling            ,6059,51.7
Stirling            ,6060,99.2
Stirling            ,6061,100.0
Sturt               ,5063,5.8
Sturt               ,5064,59.5
Sturt               ,5065,57.4
Sturt               ,5066,100.0
Sturt               ,5067,15.9
Sturt               ,5068,100.0
Sturt               ,5070,77.2
Sturt               ,5072,88.5
Sturt               ,5073,97.3
Sturt               ,5074,100.0
Sturt               ,5075,100.0
Sturt               ,5076,99.8
Sturt               ,5081,24.4
Sturt               ,5086,67.8
Sturt               ,5087,100.0
Sturt               ,5088,100.0
Sturt               ,5089,100.0
Sturt               ,5090,42.1
Sturt               ,5150,17.4
Swan                ,6100,100.0
Swan                ,6101,100.0
Swan                ,6102,100.0
Swan                ,6103,100.0
Swan                ,6104,100.0
Swan                ,6105,100.0
Swan                ,6106,100.0
Swan                ,6107,73.0
Swan                ,6147,53.4
Swan                ,6148,28.7
Swan                ,6151,100.0
Swan                ,6152,100.0
Sydney              ,2000,100.0
Sydney              ,2006,100.0
Sydney              ,2007,100.0
Sydney              ,2008,100.0
Sydney              ,2009,100.0
Sydney              ,2010,68.3
Sydney              ,2015,100.0
Sydney              ,2016,100.0
Sydney              ,2017,100.0
Sydney              ,2018,34.4
Sydney              ,2037,100.0
Sydney              ,2038,99.7
Sydney              ,2039,97.1
Sydney              ,2041,100.0
Sydney              ,2042,37.3
Sydney              ,2043,100.0
Sydney              ,2044,0.4
Sydney              ,2050,50.3
Sydney              ,2898,100.0
Tangney             ,6147,46.6
Tangney             ,6148,71.3
Tangney             ,6149,100.0
Tangney             ,6150,100.0
Tangney             ,6153,100.0
Tangney             ,6154,100.0
Tangney             ,6155,100.0
Tangney             ,6156,70.7
Tangney             ,6163,6.5
Throsby             ,2502,100.0
Throsby             ,2505,100.0
Throsby             ,2506,100.0
Throsby             ,2526,1.9
Throsby             ,2527,99.5
Throsby             ,2528,68.3
Throsby             ,2529,48.1
Throsby             ,2530,100.0
Throsby             ,2575,58.9
Throsby             ,2576,100.0
Throsby             ,2577,84.8
